	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Spg21	0.0	0.09	0.0	0.0	0.0	0.0	0.0	47.59	0.0	0.23	152.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	9.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.12	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	5.12	0.0	1.45	0.0	0.0	2.55	0.0	0.0	0.41	0.0	0.0	0.0	0.15	0.0	0.0	1.44	6.69	3.84	0.44	3.84	3.49	25.57	26.44	23.71
St3gal1	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.06	0.09	41.69	0.5	1.29	0.3	0.09	0.0	0.22	0.04	0.11	0.07	0.0	0.02	0.0	0.35	0.0	0.0	0.0	0.0	0.83	0.06	0.0	0.08	0.0	0.0	0.0	0.11	0.23	0.08	6.92	0.12	0.08	2.14	0.0	0.0	0.0	0.0	1.17	0.7	0.08	0.0	0.68	0.03	0.0	4.18	0.0	0.08	0.04	0.3	0.06	0.0	2.91	3.85	0.69	3.31	3.1	6.0	18.78	16.94	18.15
Stau1	11.1	0.0	31.03	4.56	0.0	48.81	83.74	10.36	14.68	0.0	163.44	0.22	0.0	0.0	32.26	45.33	6.66	27.38	0.13	0.0	0.0	17.29	24.56	32.75	31.97	0.0	0.0	0.0	13.87	76.27	38.05	0.0	0.11	79.68	0.0	53.78	0.94	27.62	63.39	5.12	75.26	57.42	0.08	0.0	0.0	7.37	39.47	37.38	0.1	0.0	22.04	14.36	0.0	36.63	0.0	0.0	40.22	0.0	20.93	3.02	34.35	5.4	22.09	29.97	33.93	25.7	56.08	56.43	52.97
Stx4a	13.86	0.0	94.24	0.0	0.0	69.44	49.54	0.83	57.27	101.17	222.95	119.43	59.86	0.0	0.0	49.08	13.66	48.61	142.4	44.39	72.84	62.13	10.17	18.66	5.6	105.1	79.08	47.82	61.86	2.25	70.91	0.0	110.58	105.84	0.0	5.49	96.12	22.14	13.18	80.08	40.98	32.9	0.17	34.75	0.0	19.11	81.55	39.55	20.49	0.12	5.51	36.89	76.81	31.95	2.18	0.0	17.95	0.0	0.0	34.31	51.61	88.33	46.89	60.45	65.28	62.22	64.63	63.99	62.07
Styx	1.34	9.57	9.73	0.0	8.77	25.94	22.73	0.0	10.66	33.14	61.49	40.6	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.86	0.0	0.0	0.0	2.72	0.0	0.45	0.0	0.0	23.07	0.0	20.06	0.0	13.01	43.3	0.0	0.0	0.0	0.59	0.84	0.5	0.26	1.02	0.0	29.29	0.0	0.0	4.68	0.44	0.47	5.52	11.47	0.46	31.98	0.0	12.13	0.0	0.18	0.0	64.63	0.04	3.69	10.13	7.55	11.11	5.8	6.72	11.0	10.28	10.57
Tbpl1	64.29	29.59	25.45	10.69	48.74	63.5	35.27	21.38	30.42	8.32	188.53	84.7	0.22	15.75	10.43	17.24	51.5	1.02	4.34	55.24	46.59	0.0	55.35	13.89	33.61	54.58	16.67	6.13	43.79	8.98	3.05	4.24	3.48	35.83	0.52	0.0	52.51	58.99	7.24	47.92	94.5	0.11	21.54	4.2	0.0	79.23	24.02	77.37	54.55	7.68	20.59	49.44	21.22	33.64	17.75	20.26	19.56	19.08	3.17	14.02	57.96	83.39	76.25	66.45	54.77	58.52	55.63	55.86	51.66
Tm9sf2	46.94	2.87	4.46	4.95	0.12	29.1	45.0	30.21	0.06	95.55	497.33	3.39	163.52	77.08	0.09	3.77	1.09	60.14	48.35	8.5	9.98	26.11	34.19	2.32	27.66	19.6	6.39	0.0	59.12	14.09	0.0	20.52	0.95	46.33	53.76	30.82	78.04	0.07	49.71	13.9	55.36	74.48	0.0	0.96	0.0	66.59	45.06	31.98	16.8	63.96	29.37	36.37	73.99	50.34	166.75	0.0	20.77	0.0	14.05	51.99	45.91	17.8	17.48	28.76	24.67	25.46	117.92	122.27	115.06
Tmed2	0.65	0.0	6.29	0.2	0.0	0.0	0.3	26.08	22.11	50.51	149.1	17.59	0.0	0.0	0.0	0.0	85.03	0.48	0.0	0.61	0.0	1.42	1.23	0.63	0.14	0.99	0.0	49.14	36.2	5.28	70.63	61.19	1.48	15.92	0.0	0.0	39.43	46.93	0.14	43.77	2.33	9.79	0.0	5.69	0.0	94.83	50.14	32.5	0.0	41.27	36.22	54.46	92.33	3.27	0.0	0.71	0.4	5.89	0.0	48.52	13.6	24.66	7.32	12.95	24.77	18.62	126.13	130.28	124.98
Tmem140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.1	0.0	0.4	1.17	0.95	1.47
Tmem74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.09	0.0	0.87	6.91	0.0	0.0	0.0	12.19	0.18	0.0	116.26	0.0	0.0	0.0	0.0	36.0	0.0	12.71	0.0	0.0	0.69	0.0	0.42	13.91	2.27	5.95	10.58	11.6	10.67	11.97
Tnfrsf1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	10.43	10.13	9.49
Trpc2	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.12	31.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	12.49	0.0	0.0	8.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	2.72	0.31	0.0	1.86	0.91	2.16	5.92	6.08	6.25
Trpc5	2.19	0.0	11.28	0.0	0.0	0.0	0.07	15.93	4.02	4.38	71.91	5.49	24.81	0.24	0.0	0.0	0.0	30.93	34.92	8.66	23.35	0.0	0.0	8.88	0.0	0.38	0.0	5.3	7.4	0.37	0.98	7.25	5.24	0.0	0.0	0.0	23.25	0.0	0.0	0.0	0.0	0.03	0.0	2.65	0.0	0.0	0.42	3.59	0.0	0.0	9.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87	6.2	9.34
Ttc9b	9.62	0.0	0.0	0.0	0.0	6.76	0.0	0.0	0.0	0.0	8.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.84	0.72	0.0	0.0	1.75	0.0	0.33	0.29	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.0	1.61	0.0	0.0	18.91	0.0	0.0	0.0	0.0	16.3	20.64	0.0	2.84	0.0	0.69	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	48.51	52.83	82.94	57.35	73.63	77.52	202.19	231.72	229.7
Txnrd1	15.03	12.66	27.3	0.0	11.11	0.72	0.0	0.0	0.0	0.0	111.65	0.0	0.0	0.0	0.0	38.38	0.05	53.57	0.0	66.76	2.85	21.08	2.03	3.58	0.0	0.0	5.09	1.88	0.42	0.22	1.14	0.0	0.0	0.07	2.64	0.0	41.88	32.2	2.59	34.83	3.05	13.86	0.0	45.3	0.0	0.0	7.42	1.56	26.73	48.58	0.0	0.0	3.97	0.8	18.04	0.0	43.78	0.0	5.11	9.5	0.0	12.37	6.73	3.59	7.04	6.38	43.33	43.67	41.64
Ube2ql1	13.13	0.0	3.57	2.09	0.76	33.24	0.0	9.9	47.2	115.56	81.23	44.86	115.35	0.0	22.71	0.0	19.63	6.84	30.45	0.13	0.0	0.04	0.09	3.47	0.0	26.32	16.77	0.0	13.75	0.0	1.86	74.91	0.0	27.73	0.0	0.0	1.71	0.0	0.1	32.92	0.0	22.22	2.42	29.09	0.0	4.01	31.25	50.03	30.56	5.84	0.0	12.91	11.27	24.07	0.0	0.0	4.52	66.61	0.11	0.07	71.63	49.12	77.37	53.42	55.32	54.4	174.48	185.53	183.77
Unc80	4.51	10.7	29.99	3.63	0.27	11.41	3.36	0.01	23.46	19.02	88.39	15.82	4.54	39.73	0.0	29.15	12.96	4.83	4.08	0.02	16.84	0.75	7.2	16.96	2.84	16.9	13.1	12.47	0.55	10.96	11.57	0.0	21.72	26.9	0.26	0.07	0.19	0.0	9.91	0.04	0.83	7.39	6.12	0.86	0.0	12.13	38.55	29.59	6.08	14.9	1.83	25.58	10.96	10.12	4.23	13.63	30.32	2.48	15.8	0.1	38.99	31.01	24.6	26.78	23.98	25.88	84.37	69.19	87.32
Unk	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	60.67	0.0	0.0	0.0	0.1	0.0	31.49	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83	0.0	0.0	0.0	0.0	2.48	5.47	0.0	0.04	0.31	0.0	0.08	0.0	0.0	0.75	11.72	0.0	0.41	0.02	1.43	0.08	0.0	1.44	0.37	2.7	15.06	16.53	17.51
Usp36	2.03	0.0	10.37	0.0	0.0	26.64	0.0	43.92	0.23	0.0	127.02	0.0	0.0	0.17	0.0	0.0	0.0	1.75	13.63	0.11	0.0	9.43	13.1	9.95	0.0	17.79	0.8	0.15	0.0	21.03	0.0	0.0	0.0	1.1	3.65	0.0	0.0	0.55	0.0	1.55	0.0	9.37	0.0	0.04	0.0	2.05	9.71	5.03	0.0	8.63	0.2	0.0	0.0	28.06	0.68	36.62	0.0	0.0	0.11	0.0	3.38	2.27	7.23	4.58	3.64	4.59	22.17	21.31	21.15
Usp6nl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.29	0.0	0.0	73.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.61	0.0	0.0	0.0	0.0	0.94	12.5	0.0	0.0	0.0	34.93	0.0	32.27	0.0	0.0	0.0	0.0	0.07	0.3	13.34	12.68	14.59
Usp9x	12.6	0.19	32.37	11.34	15.5	17.95	68.68	29.06	46.51	24.61	229.44	29.01	72.52	3.1	38.15	18.67	45.77	44.38	28.09	9.65	8.59	24.68	37.5	34.2	41.87	23.34	29.85	50.29	21.83	6.06	7.92	0.05	47.45	24.24	23.19	17.72	17.42	56.45	76.6	35.61	35.39	32.56	15.64	42.65	0.0	88.39	23.08	22.32	4.05	9.09	27.98	37.33	26.33	38.87	2.55	14.97	29.97	21.8	8.66	19.01	32.55	19.94	30.53	31.49	28.64	27.69	70.13	59.24	67.63
Vapb	17.41	0.04	16.59	0.0	0.0	0.53	32.22	0.0	0.0	1.67	41.87	0.09	0.0	0.0	0.0	0.0	0.31	0.52	34.53	0.0	15.15	0.0	3.93	24.06	6.52	5.88	0.26	0.73	4.9	0.0	0.0	0.0	6.76	0.58	0.0	0.0	19.96	6.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	4.06	5.06	12.94	0.3	3.53	2.36	9.27	26.86	0.0	1.52	0.0	2.16	4.52	0.49	4.67	4.59	6.17	4.48	2.97	2.07	53.38	58.23	58.6
Vhl	0.0	0.0	50.65	0.0	0.0	0.0	0.0	0.0	36.83	0.0	161.08	0.0	0.0	0.0	0.0	0.08	0.0	12.1	0.0	0.04	0.0	6.02	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.45	0.0	0.0	10.7	0.0	0.06	0.0	0.0	0.0	0.0	11.29	2.84	18.79	0.0	0.0	31.22	0.0	39.59	0.0	0.0	0.0	106.49	0.0	0.0	32.77	45.6	9.98	14.1	27.73	32.69	43.35	44.91	42.76
Wdr67	1.92	19.9	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.06	133.63	4.1	0.0	0.0	0.0	0.0	0.05	0.0	0.02	0.0	42.81	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	1.97	0.72	3.96	6.06	5.57	5.86
Zbtb7b	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.19	10.02	10.89	9.43
Zdhhc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47	0.35	12.41	0.4	0.0	5.21	8.64	0.18	0.37	0.07	0.29	4.83	0.0	0.02	0.0	0.69	0.0	0.0	0.0	0.92	0.17	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.74	1.07	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.74	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.09	2.23	0.0	0.0	0.0	0.07	0.28	0.76	0.42	0.42	1.7	58.16	64.64	66.92
Zfp236	0.0	26.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24	45.59	2.84	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	18.62	0.0	0.0	0.58	0.0	0.4	2.76	0.0	0.64	0.0	1.58	0.07	0.0	0.0	1.69	0.0	10.2	0.07	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.87	0.62	8.7	0.0	1.28	1.81	0.0	0.0	0.0	0.58	0.0	0.58	0.0	0.18	1.22	0.75	1.49	1.09	1.18	2.45	16.94	16.03	18.45
Zfp365	21.64	37.01	0.16	0.0	6.38	27.63	0.0	0.06	6.54	104.37	535.34	17.73	1.31	150.26	114.22	39.01	29.16	69.21	28.3	0.03	4.62	27.51	26.19	24.5	24.41	0.09	41.56	0.1	28.85	0.0	16.02	88.09	2.33	13.69	0.0	0.0	33.27	0.0	0.13	0.0	36.23	0.0	17.37	0.17	0.0	79.94	79.98	86.58	0.0	35.57	14.93	134.56	10.74	0.0	44.16	12.61	26.25	0.0	0.21	72.16	59.65	65.93	85.12	70.41	65.07	72.49	392.06	380.15	382.53
Zfp526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	2.22	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.27	0.0	0.62	0.1	0.0	7.22	6.28	6.61
Zfp644	17.93	0.0	0.0	9.24	7.94	8.59	1.32	0.0	46.27	0.0	195.98	3.05	12.72	39.57	0.0	0.0	9.49	23.92	9.58	0.04	0.03	18.01	0.88	6.3	10.06	5.46	13.69	1.05	1.18	8.94	9.76	0.0	0.5	2.92	0.0	5.97	0.04	12.29	11.88	22.7	26.48	2.46	0.0	0.0	0.0	15.18	33.98	13.26	8.86	16.84	0.0	16.03	23.67	0.0	0.0	5.03	0.82	34.34	16.47	13.08	18.67	15.95	14.11	20.63	15.19	19.43	24.87	21.59	26.39
Zxdb	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	107.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.71	0.0	4.32	0.0	0.0	0.0	0.0	0.0	28.15	7.04	0.0	0.0	0.0	19.8	0.0	0.0	6.8	0.0	0.0	0.41	0.0	0.0	0.0	2.37	0.05	0.1	7.06	1.84	3.61	12.65	12.38	12.06
Zxdc	23.87	0.0	2.68	0.0	0.0	0.0	0.0	0.09	0.0	0.35	112.67	1.99	0.0	0.0	0.14	0.0	0.0	2.3	16.12	0.0	0.0	0.03	0.42	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.19	0.0	1.92	0.0	0.0	0.0	1.2	1.22	27.39	0.0	0.0	0.0	0.0	0.1	7.42	4.37	12.78	0.0	0.0	1.72	11.73	0.05	0.0	0.16	0.24	0.0	15.87	0.0	7.93	2.53	10.27	7.6	4.67	7.72	15.23	16.49	14.96
c13_5S	0.0	0.0	25.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.65	0.0	0.0	0.0	0.0	0.0	4.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.31	0.0	0.0	0.0	0.0	2.59	2.01
c3_tRNA-Ala-GCY_	0.0	0.0	0.0	0.0	0.0	12.9	13.26	13.96	0.0	13.31	225.37	0.0	0.0	0.0	11.22	34.81	0.0	0.0	0.0	0.0	0.0	11.97	0.0	0.0	25.96	0.0	0.0	0.0	12.41	15.0	0.0	0.0	0.0	9.73	6.94	0.0	30.51	18.78	17.94	0.0	0.0	10.16	0.0	0.0	0.0	19.3	23.85	69.56	11.39	0.0	0.0	0.0	0.0	0.0	15.84	61.62	0.0	103.92	0.0	8.95	21.34	0.0	23.48	27.73	0.0	0.0	23.05	42.35	38.13
c7_tRNA-Arg-CGY_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48	0.0	0.0
