	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Chrna2_tdTpositive_cell_58	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_15	Cux2_tdTpositive_cell_50	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_69	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_11	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_41	Nr5a1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_25	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_62	Scnn1a.Tg3_tdTpositive_cell_66	Scnn1a.Tg3_tdTpositive_cell_72	Scnn1a.Tg3_tdTpositive_cell_85	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Unc13d	0.0	0.0	0.0	0.0	0.0	11.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.77	0.66
Vmn2r31	0.0	0.0	0.0	0.02	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.11	0.0	0.0	0.0	0.12	0.12
Wfs1	0.0	37.78	0.0	0.03	0.0	32.25	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.96	0.05	0.0	0.04	0.0	0.0	0.0	0.75	0.0	0.0	0.08	0.35	0.08	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.14	0.07	0.0	0.0	0.0	0.0	0.0	0.15	0.0	1.8	1.63	1.55	94.55	92.85	94.87
Xrra1	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	1.43	1.34	1.24
Ypel4	0.0	6.17	0.0	0.0	0.0	170.3	78.48	0.0	11.58	0.0	0.0	0.0	150.43	0.0	133.13	181.82	41.3	0.6	60.69	88.01	0.0	6.21	0.0	35.45	0.0	112.6	0.32	30.25	0.0	0.0	106.34	66.55	34.12	0.0	39.27	0.0	0.0	0.0	51.92	0.0	118.22	131.44	0.0	0.0	0.0	0.0	0.58	48.48	14.32	6.79	14.2	89.3	92.72	85.71
Zbtb1	0.0	16.79	0.0	0.0	0.0	193.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	6.73	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.66	0.0	0.0	0.0	60.13	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	100.22	2.82	3.09	1.38	9.39	7.47	7.94
Zc3h12d	0.18	0.0	0.0	0.02	0.0	30.8	0.0	0.0	0.0	1.56	0.14	1.64	0.09	0.0	0.0	0.0	0.18	0.0	0.03	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.23	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.14	0.58	0.0	0.07	0.05	0.09
Zfp273	0.0	0.1	0.0	0.0	0.1	161.5	0.0	1.16	0.0	0.0	0.0	7.25	0.0	0.34	0.0	0.0	0.0	0.0	132.58	0.0	0.07	135.96	0.0	11.39	0.0	0.0	0.1	0.0	0.0	0.0	0.27	144.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.13	12.19	14.14	11.35	4.27	3.4	4.89
Zfp341	0.0	0.04	0.0	0.97	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.55	0.74	0.21	7.82	7.91	8.99
Zfp74	158.5	0.62	0.0	0.17	0.0	162.85	0.0	0.0	0.0	0.0	0.21	0.0	0.24	0.0	0.13	0.0	0.0	0.08	3.94	0.07	0.09	0.03	8.74	0.09	0.09	0.11	0.35	0.0	0.0	32.89	0.0	0.0	0.0	0.26	0.04	0.0	0.0	0.03	0.0	7.77	1.34	40.26	37.82	0.0	0.2	0.0	0.01	0.0	15.43	8.48	9.4	10.37	9.43	10.5
Zfp831	0.0	5.18	0.0	0.0	0.02	0.39	0.0	0.0	0.0	0.09	0.1	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.04	0.0	0.02	0.03	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.1	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.76	1.21	9.57	9.46	9.79
c3_5S	0.0	0.0	0.0	14.08	0.0	162.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.26	0.0	0.0	0.0	88.83	0.0	0.0	0.0	0.46	0.0	0.0	20.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8	0.0	6.94	0.0	5.41
c7_LSU-rRNA_Hsa	3.64	57.25	24.53	65.42	43.38	55.09	11.09	11.52	27.87	12.69	11.29	35.56	22.27	27.88	18.15	5.08	18.77	48.9	61.9	69.63	43.5	32.83	65.13	38.67	39.62	25.93	81.43	16.84	14.62	6.87	40.71	41.92	20.93	28.66	30.48	16.41	37.59	52.57	60.07	42.91	32.19	60.84	27.59	36.09	23.52	10.45	34.91	15.54	181.21	228.99	180.95	94.71	85.64	91.89
