	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Htr3a_tdTpositive_cell_121	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_51	Nos1_tdTpositive_cell_65	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_33	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_172	Rbp4_tdTpositive_cell_173	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plbd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.28	0.26
Pygb	0.0	0.0	0.0	10.73	0.67	0.0	28.5	198.13	0.0	0.0	44.21	0.0	53.54	23.46	3.49	4.66	0.0	0.0	3.64	0.57	0.0	0.0	0.0	0.0	0.08	0.0	0.18	0.0	37.53	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	41.63	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.03	64.63	130.53	0.0	0.0	0.46	0.07	0.0	0.0	0.0	0.0	0.0	4.69	0.0	4.69	0.83	16.45	5.42	10.02	0.82	8.75	5.18	2.51	10.12	7.84	6.02	0.0	0.0	0.0	0.0	0.12	2.61	0.0	4.01	0.0	46.36	122.1	133.81	129.61
Rbm12b	0.0	0.0	0.0	0.0	0.0	22.24	6.44	63.97	0.0	10.04	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.51	0.0	0.0	0.0	0.0	45.48	0.0	0.0	0.0	0.0	1.32	0.12	0.0	0.0	0.0	0.0	0.0	0.17	33.35	0.0	0.0	57.16	0.0	15.09	0.0	1.11	0.0	0.0	23.04	0.85	3.43	0.0	0.0	0.0	0.0	0.0	2.94	0.0	9.54	3.66	9.58	10.1	0.16	4.97	5.66	3.99	7.47	6.92	0.0	0.0	2.05	0.0	0.0	0.0	0.0	0.0	2.82	0.0	14.18	12.33	13.27
Rhog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.31	5.37	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.59	32.35	36.77
Rtp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.28	0.0	0.0	0.0	4.25	2.51	2.88
Samd9l	0.0	0.0	0.0	0.0	0.0	12.15	29.27	45.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	1.26	0.0	0.13	0.0	0.0	2.49	0.0	0.0	1.33	0.32	2.39	0.0	0.0	0.0	0.0	0.0	26.68	0.0	0.0	0.0	0.0	1.91	1.63	2.07
Sec22c	0.5	0.31	1.24	1.67	0.52	0.42	15.63	4.69	0.19	4.1	0.43	0.26	0.36	12.68	11.73	0.27	0.53	0.58	0.79	0.04	0.78	0.64	0.37	1.16	0.51	0.71	0.47	0.16	0.72	0.99	1.09	0.29	0.02	0.41	0.67	0.11	1.17	1.75	1.15	13.52	0.22	0.39	0.62	0.14	0.41	0.4	0.31	5.8	0.87	0.0	0.28	0.52	0.33	1.38	0.19	0.43	0.6	20.28	0.31	0.59	2.64	2.84	1.28	12.18	3.21	2.73	1.62	4.92	2.92	4.91	3.11	1.68	0.94	1.05	1.86	0.0	0.38	0.79	0.24	0.05	0.25	22.99	22.86	22.18
Sema4a	92.29	0.35	0.0	19.92	7.42	0.54	0.0	25.75	0.0	0.0	4.0	0.0	0.52	0.0	12.46	0.0	2.24	0.0	6.67	0.0	0.2	0.0	0.0	0.1	0.0	0.11	0.0	0.0	0.0	41.03	0.0	0.0	8.56	0.06	10.76	0.0	0.0	0.68	7.49	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	13.72	11.96	4.71	9.07	21.52	15.32	9.63	13.18	13.4	8.31	9.13	11.42	0.0	85.17	0.0	0.0	0.0	0.1	0.0	16.53	0.0	0.0	40.74	40.5	42.58
Shb	0.0	0.0	0.29	1.26	0.0	0.0	0.0	6.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	0.26	2.1	2.59	0.0	2.29	0.85	1.08	0.43	1.52	2.76	0.13	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.92	11.14	9.47
Skp2	0.0	3.73	0.0	18.92	0.0	4.41	23.25	61.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	48.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.33	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	58.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.88	0.0	5.41	2.56	0.18	2.84	6.91	6.34	4.65	1.5	1.66	2.41	3.43	6.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	5.01	4.35
Slc12a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.93	0.0	0.0	0.09	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	1.48	2.6	1.95	2.37	1.1	10.21	1.75	2.18	0.62	3.56	3.68	1.45	0.0	0.0	0.0	0.22	0.06	0.0	0.0	0.16	0.0	0.0	12.87	12.63	12.54
Slc2a10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.07	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.33	1.0
Slc3a1	0.0	0.0	0.0	0.0	0.0	7.54	0.0	16.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.12
Slc6a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	3.48	25.0	0.08	0.0	0.0	0.0	0.94	0.0	0.08	0.0	27.82	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	25.05	0.0	0.0	0.0	5.63	0.26	2.66	1.07	1.83	0.0	1.76	2.11	4.25	1.75	2.77	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.39	91.42	98.55
Slc7a1	5.74	0.0	0.22	0.0	0.0	0.0	0.31	33.78	11.57	0.07	5.33	0.09	0.05	0.0	0.0	0.01	16.73	0.06	0.04	0.06	0.08	7.02	1.15	0.04	0.0	12.38	0.0	0.0	0.0	16.9	0.0	0.0	0.0	0.0	0.05	0.0	0.0	8.5	0.06	0.0	0.0	1.22	0.06	0.0	8.86	0.0	0.04	1.51	12.44	0.0	7.18	1.03	0.02	0.04	3.02	8.65	0.08	0.56	0.0	7.47	1.13	0.47	6.18	1.2	9.01	2.16	0.03	4.32	3.54	3.12	3.53	10.96	0.1	0.0	0.0	0.0	0.0	0.0	37.4	0.0	0.03	21.29	20.23	23.14
Slc9a8	0.0	0.09	1.23	61.27	0.0	0.0	0.0	47.13	0.0	0.0	0.08	0.0	47.03	0.0	0.6	4.81	34.64	0.0	0.19	0.0	1.82	0.0	0.04	0.0	0.07	0.0	0.0	0.08	0.88	0.06	0.0	0.0	0.04	0.0	0.0	0.08	0.25	0.0	7.33	0.0	0.0	0.0	0.0	0.0	0.0	0.03	30.22	0.68	0.0	10.84	0.94	3.3	0.0	0.0	0.0	90.6	0.0	1.05	0.0	5.15	0.0	2.46	0.22	4.5	10.85	0.64	0.33	4.3	7.08	6.58	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.31	0.05	23.52	25.29	23.82
Spsb1	81.21	0.0	0.0	42.44	0.0	65.52	7.12	132.47	0.0	0.0	22.18	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	3.75	3.57	80.99	0.11	79.72	0.12	0.0	0.0	0.0	16.54	0.05	0.06	0.13	81.11	0.0	6.9	0.0	0.0	0.0	76.93	0.0	0.15	7.71	71.51	0.1	0.0	0.0	0.0	55.8	0.0	0.1	0.0	0.0	0.0	116.15	1.72	0.29	10.09	31.34	39.17	30.68	26.75	22.68	14.41	10.89	17.17	27.78	23.72	24.39	0.0	0.11	73.29	0.0	22.0	104.68	0.0	71.81	0.0	46.28	14.52	15.47	13.49
St7	46.78	53.28	0.0	18.57	0.0	0.0	147.7	424.5	0.0	81.29	10.43	0.0	119.41	0.0	181.23	14.89	7.41	1.26	86.35	125.39	73.54	168.89	214.38	22.13	24.13	80.64	84.61	0.0	0.32	0.0	0.0	7.27	0.07	20.38	0.0	76.92	241.04	62.9	45.61	0.0	7.07	65.32	15.02	93.86	7.77	1.42	7.78	6.31	6.78	0.0	0.55	0.0	110.07	0.0	0.13	180.12	3.75	5.95	0.0	44.93	40.97	52.01	22.47	49.95	34.3	18.76	31.24	65.55	64.61	61.0	44.1	0.0	74.52	0.0	100.0	0.0	21.69	0.0	0.0	5.7	15.14	17.34	15.57	17.93
Strc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.3	0.31	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.35	0.32
Taf10	0.0	0.0	0.0	0.97	0.0	0.0	0.0	13.87	0.0	0.0	0.0	0.0	28.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63	1.35	51.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	3.18	16.6	0.0	0.0	0.0	0.0	0.0	3.3	0.0	30.67	0.0	0.0	0.0	0.0	5.41	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	6.52	2.42	2.37	7.15	0.4	4.34	13.11	3.32	3.35	3.37	7.29	0.0	0.0	0.0	0.0	41.46	0.0	0.0	0.0	0.0	0.0	59.35	69.95	69.08
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tmem30c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.22	2.12	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.14	0.15
Trap1	43.0	44.8	0.0	62.82	51.5	17.16	207.36	172.92	29.41	19.39	76.77	69.52	19.19	5.95	80.47	70.25	14.97	0.0	2.32	93.92	100.07	8.99	0.07	0.07	18.74	108.35	28.3	0.31	44.86	66.49	0.15	0.14	71.74	81.97	0.34	106.53	173.23	32.21	56.94	49.86	8.65	77.59	3.1	247.82	20.79	1.23	22.78	20.31	66.37	336.76	3.0	4.92	6.64	0.12	0.13	44.99	12.79	0.0	0.39	101.96	79.97	65.87	50.8	35.4	46.41	38.35	58.49	75.51	63.69	55.51	66.59	122.31	7.81	17.4	34.98	0.21	0.13	0.0	28.84	103.51	22.13	68.52	68.24	72.9
Trps1	0.0	0.0	0.0	0.47	1.31	2.58	0.0	5.73	0.0	0.0	0.57	0.0	11.22	0.0	0.0	1.15	0.13	0.0	2.53	0.0	0.0	0.0	5.72	0.0	2.99	0.03	1.6	0.0	0.31	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	23.67	0.0	3.29	6.35	5.3	4.95	2.78	9.27	6.45	0.26	5.26	4.52	1.73	3.79	0.0	0.0	30.27	27.03	0.0	0.0	0.0	0.09	0.0	0.0	8.37	6.97	8.64
Ubtd1	0.0	0.0	0.0	0.0	0.0	0.0	9.31	81.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	55.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	1.32	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.82	12.31	14.9
Zbtb40	0.0	0.0	0.0	0.0	0.0	0.0	8.82	22.34	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	14.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.02	0.0	0.0	0.0	0.0	0.0	8.01	0.0	3.66	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.16	0.09	0.0	2.68	0.0	0.0	0.3	0.08	0.85	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	4.86	4.28	3.86
Zfp13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.83	32.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.66	0.0	0.0	0.0	0.22	41.96	0.0	0.0	0.0	0.0	0.0	0.0	15.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.82	3.38	5.88	0.0	9.04	4.61	3.48	0.46	4.35	6.64	6.21	0.0	0.0	0.0	0.0	0.0	26.19	0.0	0.0	0.0	0.0	15.14	17.49	15.58
Zmynd12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.37	0.14
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c12_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.56	14.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.31	89.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.26	0.0	0.0	0.0	0.0	0.0	0.0	15.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.93	0.0	0.0	0.0	0.0	0.0	40.78	0.0	8.79	0.0	5.46	109.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.18	0.0	2.78	1.67
