	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_38	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Htr3a_tdTpositive_cell_123	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Nr5a1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_105	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_155	Scnn1a.Tg3_tdTpositive_cell_64	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tmem33	11.18	21.72	18.18	35.19	11.22	57.18	0.48	37.9	77.51	31.47	38.2	40.35	73.05	8.57	6.17	0.0	17.16	7.81	23.92	0.0	0.0	24.07	115.33	25.12	46.31	24.12	28.84	17.21	55.69	2.61	0.85	0.09	62.21	6.37	9.75	98.65	33.8	12.61	0.0	35.74	41.13	22.2	0.77	41.29	193.13	90.49	41.24	12.58	92.73	64.59	316.93	29.42	36.83	37.16	33.33	23.13	20.33	0.0	24.0	22.95	1.41	19.48	7.33	0.07	8.24	2.76	27.04	49.14	46.1	50.54
Tpst1	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	5.07	0.0	5.73	0.0	0.0	0.0	0.0	5.39	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	1.52	145.4	0.17	36.85	0.0	0.63	41.0	0.0	15.55	9.96	1.92	0.0	3.35	2.44	0.29	0.0	6.9	0.0	0.0	0.0	217.73	0.0	0.0	0.0	40.03	40.95	40.09
Trim35	10.54	0.0	4.78	7.39	0.0	0.0	1.42	20.08	0.0	1.45	0.0	0.0	0.0	0.0	71.71	33.05	54.03	0.0	45.16	0.0	0.1	0.0	0.0	54.55	7.12	0.0	109.31	8.54	0.0	81.9	0.53	18.58	0.0	0.0	56.83	0.0	0.0	0.0	90.53	0.0	0.0	81.22	0.0	46.47	61.57	0.66	55.24	0.0	157.36	0.0	354.91	15.42	11.02	17.9	7.95	19.73	19.5	0.17	2.05	53.75	43.96	0.84	4.32	20.44	22.73	29.55	46.68	118.1	120.37	119.12
Ttf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.24	1.14
Usp31	0.12	15.15	3.22	0.07	13.41	5.06	0.09	4.33	0.0	1.04	5.85	0.28	0.0	0.01	0.05	0.22	35.32	19.62	2.68	0.0	0.03	5.5	0.0	0.42	47.14	0.0	20.37	5.44	3.22	3.38	31.97	62.33	16.06	1.33	2.41	12.12	22.44	6.57	0.31	0.03	17.51	41.4	31.63	2.84	69.69	0.03	25.63	2.52	0.06	6.34	0.16	5.1	9.1	2.07	5.23	5.72	5.35	18.44	2.96	11.32	0.0	22.65	14.89	9.98	7.1	0.0	0.4	37.05	34.03	36.71
Usp5	54.47	94.42	35.36	82.51	158.1	38.38	59.25	7.2	0.11	29.26	0.0	68.81	40.37	54.86	275.17	220.58	210.92	11.31	18.93	30.49	0.11	63.47	66.19	62.78	0.25	14.62	0.0	80.25	0.66	24.3	1.13	115.72	0.76	295.86	125.7	99.71	303.39	0.0	0.0	218.67	74.32	85.33	40.36	35.92	133.41	336.77	45.36	68.21	7.33	17.19	0.0	114.32	57.85	44.46	71.34	116.24	130.48	131.09	60.71	0.53	81.91	56.4	0.09	210.86	32.26	11.0	82.59	141.57	152.53	140.65
Vwa1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	25.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.58	23.05	24.71
Wbscr17	0.0	39.54	0.05	9.44	0.61	6.41	0.93	4.65	0.0	0.0	21.89	0.0	0.45	0.0	13.59	0.09	0.84	0.0	5.14	0.0	7.2	0.0	0.0	0.04	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	2.07	0.0	64.97	10.03	3.76	0.0	0.0	49.23	0.74	0.0	0.0	0.41	87.67	0.43	51.01	0.0	8.29	0.0	0.0	1.18	0.0	0.73	0.65	0.49	1.48	0.0	12.77	0.65	0.0	0.0	0.35	0.0	31.15	0.0	0.0	37.98	45.03	41.83
Wipf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.63	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	8.37	8.33	8.71
Xrra1	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.34	1.24
Ypel3	22.39	0.0	18.65	5.13	0.0	0.68	0.0	0.36	28.99	0.0	107.02	21.2	9.7	0.0	96.75	5.95	38.34	74.2	1044.16	0.44	9.68	0.0	0.0	39.31	23.99	0.0	0.0	97.73	4.23	0.0	0.72	71.53	38.88	65.85	18.37	32.73	59.61	95.67	37.57	105.83	84.74	18.94	34.85	4.21	142.26	2.34	0.0	0.0	47.25	0.0	1432.65	15.93	18.88	15.24	14.19	42.88	31.89	3.53	5.42	30.82	99.94	6.31	5.19	52.99	40.25	0.26	11.19	295.93	344.58	318.07
Zfp189	32.88	0.0	0.0	0.0	0.0	0.0	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.41	0.0	0.0	0.0	0.15	0.0	0.0	37.55	0.0	0.0	0.0	0.0	0.0	0.0	92.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	10.24	0.0	5.28	1.39	0.0	27.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44	8.41	5.37
Zfp423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.44	7.96	7.35
Zfp663	0.0	0.0	0.0	0.22	0.0	0.17	0.26	0.0	0.85	0.1	0.26	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.31	0.0	0.0	0.08	0.0	0.05	0.0	0.0	0.06	0.12	0.11	0.0	0.18	0.0	0.0	0.0	0.0	0.17	0.0	0.36	0.0	0.0	0.0	0.0	0.09	0.0	5.12	0.0	0.0	0.17	0.08	0.51	0.54	0.0	0.26	0.08	0.06	0.1	0.0	0.24	0.0	0.72	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.09	0.07	0.15
Zmynd15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.25	0.3
c11_tRNA-Ala-GCA	0.0	0.0	17.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.6	0.0	0.0	0.0	0.0	35.39	0.0	23.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.58	29.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.39	3.67	9.69
c2_tRNA-Ala-GCA	0.0	0.0	8.56	0.0	0.0	0.0	0.0	0.0	48.68	0.0	0.0	0.0	0.0	0.0	35.01	0.0	0.0	0.0	0.0	13.72	0.0	0.0	0.0	36.41	54.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.82	14.35	0.0	0.0	0.0	0.0	0.0	0.0	120.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.09	0.0	0.0	0.0	0.0	14.02	0.0	31.89	0.0	0.0	0.0	0.0	0.0	46.84	0.0	6.18	6.69	15.78
