	Calb2_tdTpositive_cell_19	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_35	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_55	Calb2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_24	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_10	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_44	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_80	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Nr5a1_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTnegative_cell_29	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_41	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_15	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_54	Rorb_tdTpositive_cell_35	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_1	Sst_tdTpositive_cell_3	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_6	Sst_tdTpositive_cell_9	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_37	Sst_tdTpositive_cell_62	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_83	Sst_tdTpositive_cell_88	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_61	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_38	CAV_LP_Ipsi_tdTpos_cell_39
Napb	42.37	251.07	215.54	11.8	315.54	0.0	259.43	88.68	289.9	88.26	287.68	196.57	92.9	88.62	58.21	61.43	291.98	0.0	101.57	141.45	0.09	220.44	140.36	308.06	329.07	0.34	59.67	32.47	0.13	821.43	224.96	328.33	355.74	169.96	239.85	198.58	53.38	92.92	64.53	304.34	0.18	0.32	0.15	91.9	162.85	326.76	204.18	488.69	0.0	0.0	183.4	161.29	278.65	123.43	148.42	0.34	198.47	98.58	191.64	173.14	253.2	319.35	35.72	170.19	3.54	182.2	0.0	157.5	397.09	129.71	62.63	201.39	457.53	1.73	328.55	239.24	205.99	330.98	272.07	321.72	204.47	395.13	350.18	315.32	216.91	587.5	144.19	112.5	194.47	283.84	149.22	233.46	179.74	612.22	500.79	350.38
Ncan	71.51	70.52	41.62	25.76	59.93	3.93	0.61	0.24	32.48	83.44	82.41	16.86	12.12	1.4	2.89	7.48	28.12	0.12	2.06	50.48	0.1	66.45	87.98	81.23	20.43	9.7	1.72	38.38	0.21	46.08	152.59	116.5	110.38	204.95	135.73	114.45	62.2	90.52	108.21	181.06	0.17	1.73	0.27	9.08	46.58	30.9	91.57	31.73	0.21	0.09	38.63	16.76	12.12	8.67	15.63	0.0	19.51	0.23	34.39	2.81	51.33	14.17	42.78	34.46	128.03	17.8	111.54	80.92	78.62	25.69	60.88	46.67	51.19	6.51	149.21	139.98	140.25	148.07	97.97	126.83	95.07	269.87	196.5	197.17	139.85	47.35	45.75	86.74	75.73	111.17	107.63	54.69	80.53	99.41	142.6	214.84
Nckap1	190.6	0.0	121.77	0.0	337.76	136.49	0.0	7.27	25.95	3.42	28.16	4.35	3.69	4.04	4.35	30.1	113.22	0.0	0.42	122.53	9.96	0.0	0.0	0.0	2.06	0.0	9.28	303.11	404.58	150.82	39.2	110.77	1.14	47.7	7.35	6.29	30.37	54.36	23.35	104.44	0.0	5.19	0.0	44.98	80.32	26.35	173.32	166.73	0.0	0.0	14.98	0.4	29.52	148.32	63.34	0.0	77.25	0.12	54.96	12.18	13.69	10.45	32.8	1.78	178.89	152.33	64.47	135.91	130.19	0.0	1.42	189.87	4.88	2.13	111.35	87.35	78.52	88.19	79.27	83.09	30.56	136.74	101.19	101.32	62.61	69.83	38.04	138.99	41.65	122.61	0.52	119.69	40.73	223.94	0.0	273.62
Necab3	0.0	0.0	141.75	0.0	0.0	0.0	0.0	137.22	0.0	0.0	108.71	7.96	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.45	0.0	137.21	0.45	115.87	335.06	171.78	274.62	196.45	0.45	53.31	164.4	299.44	0.37	0.45	0.0	0.0	94.61	0.0	10.24	194.94	0.0	0.0	0.0	0.0	55.54	0.0	0.0	0.0	0.0	0.23	0.0	0.0	67.3	125.08	0.18	161.99	0.0	65.07	0.0	81.31	0.0	0.27	0.0	0.26	0.62	0.64	137.86	199.03	198.9	158.75	284.86	417.4	315.48	115.53	232.23	283.61	0.0	157.78	132.03	0.0	9.81	36.08	0.0	10.53	0.0	213.11	520.18	149.65
Nme5	0.0	0.0	0.0	0.0	0.0	0.0	131.15	89.7	23.17	0.0	66.52	162.57	0.0	77.82	94.81	0.0	53.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	145.72	236.05	24.95	0.0	127.16	96.53	78.94	135.76	58.89	98.81	0.0	0.0	0.51	0.0	0.0	0.0	0.0	88.27	88.89	0.0	0.0	64.81	0.0	0.0	0.0	87.55	0.0	0.0	0.0	0.32	4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.3	0.0	0.62	140.72	0.0	185.24	0.0	85.27	89.61	83.67	74.7	58.34	80.6	86.37	54.97	57.21	61.7	32.59	152.63	0.0	36.34	0.0	198.3	0.0	8.88	221.69	80.82	0.0	0.0
Nrg3	0.0	0.0	2.09	0.0	18.6	29.99	0.0	0.03	33.97	0.19	0.32	0.1	0.0	0.0	0.0	0.0	25.37	0.0	0.29	0.0	0.07	0.0	0.0	27.76	0.0	0.0	0.0	0.0	0.12	82.83	0.45	0.0	0.0	0.0	0.19	0.0	3.48	0.06	0.0	5.24	0.17	0.0	0.0	0.0	0.0	0.24	26.67	0.03	0.0	0.0	0.05	0.22	0.0	0.14	1.95	0.0	0.28	0.0	0.0	23.28	0.09	0.0	0.08	89.83	0.0	0.14	0.0	0.04	0.0	0.12	0.0	0.0	0.16	0.2	4.68	35.19	3.39	9.69	8.32	8.16	10.83	8.81	8.43	8.59	0.14	2.94	1.21	0.07	7.72	0.0	0.0	40.23	26.71	0.0	0.09	0.0
Nsf	399.54	268.56	529.01	352.93	595.65	496.59	272.98	184.59	508.61	183.52	268.96	264.44	200.53	83.77	256.38	368.83	195.99	0.0	247.81	337.03	0.08	264.62	80.53	433.72	333.59	0.0	341.11	256.72	0.13	472.41	235.34	231.08	262.4	278.79	272.86	154.07	271.9	348.17	190.18	181.01	0.18	0.53	0.07	371.34	136.07	493.68	266.74	306.44	0.15	594.6	201.99	459.14	288.27	381.61	412.4	40.49	130.55	380.75	185.72	321.99	381.43	533.76	242.46	610.34	0.11	133.63	411.54	69.58	200.92	89.54	287.43	174.97	141.14	684.72	451.94	356.03	284.28	289.68	239.51	291.64	203.3	265.86	280.95	247.75	306.11	94.84	127.18	144.62	292.94	396.15	26.96	479.65	148.4	363.22	151.5	224.11
Odz2	2.63	0.0	19.82	0.74	10.76	7.47	0.0	0.0	6.13	0.06	22.0	0.62	1.76	34.69	6.78	18.38	75.69	0.0	0.0	0.0	0.0	0.0	15.89	15.92	0.0	0.0	29.24	130.88	0.0	31.36	0.28	0.39	2.45	0.39	1.57	0.0	0.05	4.68	0.08	4.82	0.0	0.04	0.0	7.26	0.0	8.59	19.87	23.19	0.0	0.0	1.7	4.98	6.93	24.11	18.12	0.0	4.08	1.19	4.18	9.25	2.67	1.53	10.96	0.06	0.0	4.32	0.0	0.0	11.83	22.07	0.0	17.39	6.93	0.12	11.66	5.83	8.81	11.36	3.63	6.31	10.23	9.5	5.78	5.09	8.23	1.19	0.0	14.71	17.34	0.0	20.39	3.32	21.36	10.47	18.75	13.24
Ogdh	266.89	174.75	31.89	246.42	98.19	341.68	51.57	98.49	42.24	35.66	32.64	14.77	6.02	12.44	44.64	29.67	18.11	281.06	19.86	18.67	192.14	11.64	43.86	16.17	15.28	20.09	9.83	14.96	16.52	137.93	68.35	77.32	206.46	69.4	84.56	10.27	76.36	52.18	78.77	58.8	6.13	63.3	130.89	57.56	109.97	95.97	63.03	40.44	195.3	28.07	40.24	79.3	50.56	21.89	129.68	16.49	94.86	18.4	78.12	46.16	42.67	14.43	13.54	295.32	10.63	33.7	0.08	37.11	70.32	10.51	72.88	10.9	50.69	14.17	122.42	85.22	63.31	95.49	69.59	76.27	89.68	125.39	124.53	109.12	56.55	88.82	46.37	26.32	60.13	71.47	81.77	62.08	5.55	96.84	142.98	77.03
Parp1	0.0	0.0	0.0	0.0	34.39	122.22	3.1	3.16	41.65	0.16	13.71	0.0	0.0	50.84	12.66	0.09	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	43.47	28.29	0.0	6.54	5.3	10.91	56.86	40.27	0.0	11.1	0.0	0.0	0.06	30.21	13.13	0.0	17.17	0.0	0.59	83.64	0.17	14.55	0.0	0.0	0.0	7.14	0.0	2.16	0.0	33.23	0.0	43.72	0.0	9.5	3.45	11.0	2.92	1.5	194.85	0.0	0.0	0.0	21.1	0.1	83.62	0.0	9.64	0.0	1.48	8.11	17.94	13.29	16.4	17.08	15.9	9.19	19.52	18.05	26.33	0.0	18.99	0.0	8.88	0.0	1.46	0.0	39.0	0.0	36.43	0.0	0.0
Pbx1	0.0	0.14	0.0	0.0	0.0	0.0	0.0	12.39	18.87	0.0	14.53	0.0	6.77	0.0	10.5	6.31	0.09	0.07	0.0	5.4	0.01	0.0	0.0	6.2	0.06	0.0	21.95	0.11	85.75	22.31	28.45	41.9	104.02	92.68	78.8	71.06	82.78	58.1	88.51	24.25	0.47	0.0	0.0	42.2	0.0	2.28	1.48	92.59	0.08	0.0	0.05	39.54	29.36	23.2	33.92	0.09	58.03	0.0	12.77	0.12	24.63	0.56	35.61	0.0	9.55	0.0	0.0	16.54	23.63	0.0	0.12	179.56	23.88	254.78	53.22	34.13	52.27	49.35	73.0	55.33	45.05	103.95	81.37	84.12	7.84	62.57	94.46	47.48	83.41	87.84	187.31	76.25	56.89	70.71	7.02	54.19
Pclo	42.47	2.5	65.41	0.24	16.51	15.87	21.72	16.88	24.32	25.3	6.32	23.83	26.47	44.61	8.0	39.35	11.66	0.09	0.02	87.94	0.06	31.43	0.05	11.32	0.31	0.11	26.8	0.3	0.28	32.51	28.68	30.51	33.33	28.15	13.55	3.35	22.92	10.62	10.59	23.35	0.07	0.14	0.04	31.27	13.69	12.61	17.8	27.24	0.0	0.0	58.34	85.23	25.08	37.08	52.36	0.18	68.56	38.86	16.03	27.81	28.85	33.47	14.51	56.87	30.01	110.46	0.0	0.8	0.5	22.14	0.06	46.32	22.26	14.31	26.44	19.0	28.58	20.42	19.2	25.7	19.73	30.42	26.21	21.95	22.67	84.67	23.99	15.07	10.0	10.94	27.44	21.08	16.79	23.84	60.61	19.33
Pdzrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	7.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	106.35	0.11	0.0	48.83	0.0	0.4	0.09	4.46	0.0	0.0	2.29	0.06	9.2	0.05	0.5	0.58	0.76	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pfkl	1.32	6.55	26.97	0.2	0.02	135.91	0.18	8.07	53.1	0.39	123.2	0.04	25.47	27.81	60.56	2.51	0.1	0.0	0.06	94.02	0.33	0.21	0.0	0.29	0.0	0.11	0.35	283.61	0.0	62.44	97.93	61.63	51.19	134.4	41.54	157.5	20.61	214.0	159.7	87.15	0.0	0.5	326.05	0.0	193.01	92.47	88.83	0.46	0.31	0.0	0.91	0.0	0.07	53.1	0.36	0.27	0.46	6.7	31.56	0.15	0.72	29.91	0.0	128.74	1.08	0.0	0.0	119.71	2.75	0.26	0.19	0.19	0.18	0.47	106.07	102.8	74.56	74.56	61.29	128.3	81.47	81.24	90.06	74.97	29.74	132.29	125.72	22.37	26.95	51.28	119.37	1.22	0.0	70.45	0.0	0.13
Pnmal1	0.0	122.16	96.09	0.0	0.0	0.0	0.0	220.66	0.86	82.7	20.01	0.09	0.0	1.47	0.0	0.0	0.0	0.0	0.0	174.18	0.0	0.0	0.0	179.26	0.0	0.0	0.0	0.0	29.99	177.24	16.53	0.0	173.51	7.47	35.4	0.2	131.66	0.0	83.39	13.41	0.0	0.0	0.0	33.73	89.98	62.72	153.38	0.0	0.0	0.0	98.26	0.0	0.0	0.2	31.85	0.0	0.0	219.65	26.16	0.0	52.7	31.21	198.12	100.36	509.6	152.43	0.0	97.92	0.0	0.0	0.29	179.49	20.26	0.0	80.86	57.44	55.99	61.32	55.97	100.13	66.51	92.52	93.04	77.19	71.25	121.9	64.25	78.67	93.09	95.94	98.15	124.03	39.82	68.99	155.52	141.83
Ppp5c	0.0	0.0	0.0	0.0	0.0	16.05	0.0	0.06	0.0	0.0	72.76	98.74	48.06	0.0	3.69	0.18	0.0	0.0	0.0	30.73	0.0	0.0	0.0	32.07	344.15	0.0	0.0	16.01	523.07	26.92	0.0	26.18	32.95	0.0	0.0	0.16	81.47	0.0	0.13	0.0	0.0	4.49	0.0	0.63	1.39	0.0	20.93	0.71	0.0	0.0	2.95	0.0	0.14	75.85	117.03	11.88	0.0	0.0	58.5	5.01	47.82	0.0	0.0	0.0	0.0	0.27	0.0	0.0	234.36	0.0	114.3	0.0	0.0	370.7	21.77	37.64	47.59	42.26	43.33	44.82	39.73	13.07	30.32	35.32	76.54	134.07	0.0	0.28	29.5	0.0	0.0	0.0	0.23	0.0	11.38	0.0
Prkaa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.42	12.22	3.15	7.4	4.91	0.03	15.96	0.0	0.0	0.0	0.98	13.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	12.05	27.82	7.67	3.33	0.0	0.0	0.0	0.09	24.25	0.0	0.0	0.0	0.0	0.0	18.18	0.0	0.0	21.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	8.22	6.86	0.0	7.22	0.0	0.72	0.05	0.0	42.22	0.0	0.12	27.61	0.0	1.37	9.04	5.64	0.31	5.97	10.7	5.49	3.04	6.49	5.34	6.05	14.29	0.0	37.63	8.53	1.23	9.58	0.0	0.0	0.0	0.0	34.22	0.0
Prkar1b	652.02	229.65	653.22	508.85	576.57	480.11	419.9	57.79	198.98	219.57	218.79	567.51	327.54	173.33	281.98	70.72	502.93	0.0	58.84	335.56	0.12	92.44	0.16	1144.62	189.54	24.32	422.86	429.36	713.63	1014.05	606.36	310.26	557.8	368.87	360.85	17.52	47.44	391.13	158.73	281.65	0.25	0.81	0.1	180.77	210.59	180.47	263.87	528.38	0.11	0.0	227.16	483.61	336.57	472.19	120.26	0.36	511.47	490.41	524.31	348.65	293.41	386.3	297.72	840.6	991.35	493.25	629.03	576.86	339.79	881.9	581.32	226.66	397.79	7.15	491.06	347.25	332.38	341.02	335.94	452.08	461.48	382.55	436.7	420.84	506.58	205.76	7.57	479.52	205.48	302.3	228.83	230.58	29.51	261.36	280.21	249.0
Prkcb	157.75	53.87	28.69	62.73	0.27	16.79	0.2	32.53	120.87	29.92	218.9	140.71	8.02	0.08	60.32	106.55	102.32	0.11	1.19	18.24	63.8	52.95	40.2	0.35	16.74	0.34	36.45	52.69	40.21	64.88	126.65	383.22	293.59	329.21	259.76	317.53	488.0	143.75	251.77	246.85	0.0	0.49	0.18	49.76	28.61	9.82	78.79	83.9	0.28	0.0	22.76	30.68	0.27	56.15	51.21	0.11	46.5	39.1	8.32	42.07	23.47	1.86	94.09	97.49	0.18	37.81	0.13	34.31	17.11	0.53	0.36	197.35	64.73	40.15	309.5	267.34	387.42	298.74	217.93	257.9	281.09	279.7	261.35	235.19	198.56	352.93	205.14	399.85	339.75	281.91	258.63	247.11	248.14	376.91	180.17	512.27
Ptpn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	5.31	0.0	0.43	7.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	42.28	0.75	9.44	13.99	0.0	0.0	7.6	0.08	0.0	6.43	0.0	0.0	0.0	0.0	0.0	67.93	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.54	6.05	10.08	6.34	4.0	5.09	8.0	4.9	6.46	4.74	0.0	0.99	49.21	31.99	0.0	32.29	0.0	0.0	0.0	0.0	0.0	0.0
Rab40b	0.0	0.26	0.0	0.0	0.01	0.0	0.0	0.0	9.13	0.0	40.04	14.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.25	0.11	83.56	0.0	58.85	0.0	78.04	3.63	10.3	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	143.8	0.31	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	38.9	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.21	25.31	30.64	44.71	25.26	27.41	30.37	31.05	22.14	25.93	28.78	6.27	241.46	96.6	0.0	0.0	0.0	0.95	54.29	0.0	0.0	0.79	76.95
Rangap1	0.52	2.43	2.38	10.39	81.92	133.27	1.48	0.44	36.36	63.65	92.17	115.58	62.47	31.78	39.7	0.37	25.27	1.18	7.34	49.17	3.18	0.71	2.77	269.6	0.98	0.83	0.9	177.19	95.86	213.71	120.94	49.26	55.73	3.41	88.13	79.71	31.08	0.34	189.69	124.06	0.0	0.22	0.58	29.9	6.03	14.29	106.96	94.29	13.46	0.24	1.53	2.38	159.32	30.71	15.85	0.89	105.72	0.57	33.12	99.75	112.41	148.01	1.88	190.48	1.55	58.6	0.2	10.53	12.85	1.2	42.87	1.18	2.11	1.64	58.65	73.6	51.78	61.2	76.99	73.85	76.95	56.17	53.09	52.42	114.48	17.1	135.33	164.06	3.66	1.78	1.05	9.77	30.43	1.8	137.07	128.2
Rasgef1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.63	46.56	0.0	0.0	0.0	16.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	1.87	4.01	1.24	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.16	0.0
Rimbp2	0.3	6.45	0.0	0.0	0.0	0.15	0.0	2.25	0.09	0.0	0.0	0.07	0.04	0.0	29.12	13.54	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.49	0.1	0.0	4.87	0.0	0.0	3.7	0.06	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.47	2.74	0.15	0.09	0.0	0.0	0.0	0.0	30.59	0.03	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	52.03	0.06	0.5	6.78	10.18	0.07	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.37	0.0	2.17	2.03	1.42	1.02	2.13	2.21	1.74	2.88	2.18	0.0	0.0	1.52	0.07	0.0	0.07	36.86	0.0	0.0	0.87	17.52	0.0
Samd12	0.0	0.0	0.0	0.0	0.0	192.98	0.0	0.0	0.0	0.0	0.0	0.0	0.67	17.49	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.28	0.0	0.0	0.0	0.0	7.25	468.06	4.39	0.0	47.16	0.0	78.57	25.28	0.0	13.78	176.48	0.0	0.37	0.0	0.45	0.0	0.0	240.86	0.0	65.08	0.0	0.0	0.0	0.0	0.0	134.14	0.0	0.0	0.0	88.63	0.0	69.74	7.85	44.47	25.47	0.0	183.62	0.0	0.0	0.0	34.87	0.0	0.0	0.0	0.0	1.85	0.0	55.18	28.02	20.9	73.67	14.13	81.97	56.57	32.03	32.29	22.89	0.0	130.13	81.7	0.0	5.92	10.6	0.0	0.0	0.0	123.66	0.0	0.27
Scn2a1	160.54	129.16	21.37	217.72	137.3	65.45	34.27	3.1	101.73	30.3	44.27	72.45	26.28	56.38	62.31	25.86	14.47	0.06	92.14	55.39	0.05	42.25	157.05	175.26	68.16	161.96	41.33	9.23	18.75	284.66	115.81	269.58	216.15	73.01	158.43	16.87	16.18	115.05	86.5	111.19	0.0	0.37	0.0	0.26	0.08	0.08	123.0	174.92	0.13	0.08	36.08	83.52	63.21	69.64	75.4	0.07	125.89	93.85	76.75	85.13	106.78	122.48	118.88	42.82	65.2	22.61	0.09	167.44	295.6	136.1	83.68	126.71	83.13	37.91	149.22	121.38	126.4	101.79	106.97	131.16	133.14	142.15	100.15	95.93	129.12	147.64	198.69	173.1	61.09	275.0	9.91	51.41	88.42	223.86	283.0	400.01
Sept6	159.51	0.0	147.68	0.0	59.33	340.85	87.8	63.19	31.1	65.04	36.18	3.78	11.32	0.0	30.36	0.0	39.87	0.0	0.13	0.0	0.0	70.28	0.0	0.13	52.83	0.0	0.0	0.0	422.22	47.96	42.08	40.62	181.99	22.5	50.33	7.31	45.27	66.64	77.57	11.57	0.0	0.0	0.0	50.07	0.0	137.48	60.61	51.79	0.08	0.0	0.0	70.19	41.76	0.0	62.52	0.09	84.42	154.7	81.25	0.0	64.66	0.67	27.73	19.76	0.0	6.65	0.21	0.0	121.72	114.08	0.14	0.0	0.0	0.53	62.18	55.7	56.51	40.59	74.39	59.63	73.36	91.8	75.77	71.1	39.06	60.94	81.85	0.24	108.93	77.54	215.91	63.14	56.67	193.2	7.79	166.09
Sgtb	0.0	0.0	0.0	0.0	0.0	102.9	0.0	0.0	16.71	50.93	0.0	54.68	0.0	0.0	6.06	0.0	7.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.82	0.0	0.0	0.0	0.0	26.09	71.92	70.37	64.52	69.71	18.27	87.57	7.74	43.69	0.0	33.75	0.0	0.15	0.0	5.49	128.17	15.07	65.53	111.98	0.21	0.0	0.0	0.0	2.75	38.86	0.0	0.0	12.14	39.84	68.57	10.61	27.41	33.36	0.12	38.52	0.0	131.68	0.0	60.2	0.0	3.98	0.0	0.17	2.86	0.14	45.41	37.86	24.67	50.59	44.94	51.75	27.17	47.33	40.97	38.14	4.27	0.0	62.24	7.81	0.0	95.73	0.0	8.66	3.37	127.21	137.83	0.0
Sh3glb2	0.65	0.55	8.9	169.07	0.0	0.0	0.0	52.09	111.76	39.51	34.04	237.34	149.07	14.16	206.78	5.41	0.21	0.0	0.0	53.71	0.0	170.71	0.0	0.0	0.0	334.93	0.0	0.0	0.28	149.23	16.86	157.88	30.85	44.82	134.53	122.26	145.85	56.28	145.03	204.69	1.56	27.07	0.0	38.27	286.12	0.0	62.02	4.52	0.34	0.0	101.26	258.64	7.4	69.35	153.79	58.98	0.0	228.75	213.14	0.0	102.44	11.59	4.72	2.27	0.24	0.0	0.0	0.61	0.23	0.0	197.59	84.86	0.32	257.61	91.05	79.68	92.54	117.74	106.37	117.71	72.77	72.89	86.07	97.05	15.76	74.3	3.0	8.97	0.0	6.09	152.52	69.1	0.0	108.21	295.47	198.78
Sidt1	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.03	27.93	0.14	5.87	0.0	2.91	0.0	0.0	37.42	1.88	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.48	0.0	6.41	0.0	13.91	131.16	40.77	0.0	0.0	0.0	0.07	0.0	0.0	0.0	26.21	0.0	0.0	0.0	0.0	16.52	0.0	0.0	0.34	0.08	0.0	0.0	0.0	168.6	0.0	0.0	2.01	0.0	82.8	0.1	0.17	0.0	0.04	0.07	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.11	0.13	0.18	12.06	5.58	17.31	24.25	0.78	5.36	11.86	15.37	9.16	11.59	32.65	22.67	1.65	0.0	0.0	63.19	50.57	0.0	0.0	20.68	5.8	2.27
Slc2a6	0.0	130.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.43	68.03	0.22	22.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.22	731.79	0.13	0.0	0.16	45.13	0.33	0.0	0.84	45.74	0.13	242.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.1	0.0	39.81	0.0	0.0	0.0	0.0	0.0	59.67	0.14	0.36	52.23	58.13	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	17.25	28.16	28.71	25.19	30.14	57.58	30.82	28.67	40.19	26.5	31.43	0.0	12.73	0.0	87.7	0.15	0.0	0.0	17.08	84.84	53.05	0.12
