	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_9	Ctgf_tdTpositive_cell_10	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_32	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_149	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_175	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Snord17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.19	0.0	0.0	0.0	0.0	0.0	0.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.5	0.55
Sntn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.76	0.42
Spata18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.67	0.68
Spata5l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	5.64	6.34
Srrm1	0.0	0.0	0.0	127.91	0.0	0.0	35.12	147.85	192.75	0.09	0.0	101.08	0.0	37.15	0.0	264.22	240.94	46.24	18.98	91.57	46.9	75.49	53.0	72.03	72.24	144.77	140.57	21.55	36.5	33.69	0.38	175.94	350.2	0.0	0.0	11.61	127.95	115.17	0.47	482.25	1.81	226.19	0.12	88.57	23.17	97.12	171.78	113.49	0.0	59.49	41.87	0.0	280.16	0.0	5.82	0.0	99.8	5.15	287.14	43.72	83.42	84.85	91.56
Stxbp5l	0.07	0.16	0.03	1.24	0.05	0.1	0.08	0.34	0.08	0.03	0.08	0.14	0.06	0.05	0.0	0.0	0.22	0.0	0.03	5.34	25.13	11.18	0.58	1.82	17.95	181.84	11.11	6.45	7.69	8.32	0.2	0.39	0.34	0.34	0.55	0.0	0.42	0.37	0.11	0.4	0.37	0.6	1.13	7.67	0.23	18.65	94.32	0.07	0.13	0.0	0.0	0.0	0.37	0.04	0.17	0.0	0.29	0.0	0.11	17.8	41.93	33.64	44.5
Syn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	40.87	21.48	41.39	77.04	0.65	59.02	327.43	141.38	90.5	100.89	56.76	0.18	0.2	0.08	0.0	0.0	0.07	0.5	0.22	0.0	0.0	0.0	0.0	0.14	82.83	1.7	476.17	46.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.46	385.63	397.76	386.53
Tas1r3	0.0	0.0	0.0	0.0	0.13	0.12	0.16	0.0	0.1	0.05	0.5	0.0	0.28	0.0	0.0	0.0	0.0	0.17	0.0	0.19	0.58	0.42	0.47	0.35	0.37	3.84	1.3	0.85	1.03	0.0	0.0	0.5	0.64	2.06	0.2	0.0	0.57	0.0	0.21	0.2	0.28	1.1	0.0	0.65	0.0	2.34	1.03	0.32	0.0	0.33	0.21	0.0	0.0	0.0	0.34	0.0	0.17	0.0	2.76	0.11	0.96	0.62	0.29
Tcfl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.23	0.0	5.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	1.45	1.07	1.38
Tekt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	17.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	1.78	1.88	2.28
Thra	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.71	28.84	33.34	4.35	1.22	6.25	346.5	0.99	97.71	99.98	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.16	0.0	0.0	0.0	0.0	15.97	0.08	1.56	0.36	0.0	0.0	0.0	0.0	112.79	0.0	1.6	0.0	0.0	0.0	0.0	0.0	14.14	506.35	556.82	538.05
Tmem207	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	1.02	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.71	0.82	0.0	0.0	0.0	0.0	0.41	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06
Tmprss3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0
Ube2t	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	1.87	1.85	2.05
Upp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	1.13	2.23
Usp19	0.0	0.0	0.0	0.0	0.0	9.61	0.0	0.0	13.29	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.13	0.0	3.51	5.68	4.05	6.69	27.28	1.8	15.07	2.42	12.43	3.46	0.8	6.05	5.04	0.0	0.0	0.49	0.0	11.75	0.0	0.0	0.0	0.0	2.42	18.31	0.0	0.0	36.37	29.44	78.18	0.0	0.0	0.0	0.0	0.0	13.76	3.97	6.98	0.0	0.0	0.0	0.0	5.64	83.97	82.11	83.33
Vmn1r115	0.0	0.0	4.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	1.66	0.82	2.0	0.23	0.61	4.45	5.23	2.15	0.0	1.2	0.0	0.8	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps37a	0.0	198.81	0.0	0.08	0.67	0.0	0.03	0.07	0.0	0.0	0.47	0.05	0.0	0.29	0.0	0.23	0.0	0.15	0.06	17.11	82.16	27.82	1.43	9.01	22.26	440.49	43.42	34.83	23.48	2.96	27.41	324.85	0.24	0.06	164.52	0.19	0.5	0.0	0.96	0.12	0.06	1.08	0.16	34.13	0.65	194.31	60.55	0.0	308.52	1.3	0.0	0.0	0.49	0.09	0.0	0.12	0.0	0.19	0.19	15.36	28.69	23.86	27.71
Wdr33	0.0	0.05	0.0	0.0	0.0	0.0	0.0	744.52	0.0	0.0	534.55	0.0	0.1	23.3	497.36	0.83	1.98	0.22	0.36	35.74	102.58	255.16	192.43	145.44	82.37	854.28	114.57	67.62	46.64	68.06	0.08	1.22	0.77	0.0	0.0	0.0	0.0	0.89	0.06	0.0	0.22	0.0	0.0	123.09	0.16	405.86	54.35	200.56	36.6	0.08	596.89	0.0	0.0	173.7	0.0	21.89	447.67	0.0	1.13	118.45	39.04	35.37	36.8
Wdr76	0.0	0.0	0.0	0.12	0.22	0.0	0.0	2.93	0.22	6.28	0.38	0.8	0.0	0.0	0.0	0.0	0.14	0.0	0.0	3.09	0.26	6.16	2.99	7.24	7.74	167.8	0.39	10.36	0.47	0.24	32.76	0.0	4.42	0.36	0.0	0.0	5.66	0.1	2.33	0.32	0.18	0.98	1.37	6.41	0.0	0.98	1.01	0.98	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.44	19.68	0.0	2.27	2.45	2.68	3.24
Wdr85	16.93	5.79	12.65	7.57	0.23	7.25	13.97	8.93	20.65	21.82	394.41	30.85	36.65	25.08	0.0	32.7	16.02	12.54	7.32	42.33	8.16	12.44	31.97	74.71	34.32	144.54	29.45	20.14	32.12	69.9	10.13	69.11	30.75	17.13	9.07	4.75	30.42	17.62	619.96	4.96	14.4	52.37	15.32	172.37	24.5	41.79	144.7	13.74	15.13	11.95	10.77	243.79	384.77	11.05	9.15	9.63	23.87	1.83	12.28	39.06	18.32	18.04	18.05
Ybx1	0.0	16.9	0.28	0.22	64.2	0.98	38.93	1.86	111.77	57.03	75.75	1.12	0.78	3.78	31.07	125.63	0.0	125.9	0.0	38.87	60.73	83.55	103.25	32.05	74.1	254.25	145.64	48.53	121.28	73.77	24.12	84.86	429.87	0.0	86.86	0.0	21.03	0.59	0.73	466.92	0.0	0.47	0.41	74.9	0.6	80.32	80.69	34.82	0.36	6.14	0.0	7.45	0.94	0.0	124.48	48.63	0.29	0.43	0.0	26.11	108.32	112.35	110.68
Zfp157	0.0	0.0	0.0	0.78	0.0	0.0	123.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269.85	0.0	0.0	0.06	20.27	20.9	0.0	0.0	18.29	338.82	72.19	12.18	2.22	38.97	0.0	0.0	0.0	99.03	38.75	0.05	0.0	0.0	0.07	0.0	0.07	644.4	0.0	0.0	0.03	0.05	274.22	0.09	0.0	6.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64	10.38	9.57	10.6
Zfp493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.28	0.0	0.0	533.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	12.26	0.0	12.17	0.25	0.4	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.58	0.23	0.0	0.14	0.0	0.0	0.38	0.0	0.05	0.2	0.3	0.0	0.18	0.0	0.0	0.08	0.33	0.0	0.0	0.0	0.0	0.0	0.0	7.05	2.24	1.89	2.04
Zfp72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.06	0.0	0.0	0.0	9.19	511.89	0.0	0.0	0.0	1.47	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.59	0.0	0.41	0.0	0.0	0.9	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23	3.55	3.63	4.89
Zfp768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	1.01	17.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	10.0	11.49	11.46
Zfyve16	0.0	0.0	0.0	0.0	33.52	0.0	0.0	0.0	0.0	126.98	146.54	0.81	195.3	199.08	0.0	0.07	0.11	0.0	0.0	0.49	32.13	10.19	1.38	2.79	0.09	246.06	0.1	8.46	0.0	16.77	0.09	0.0	64.19	0.0	0.0	0.0	0.0	0.23	359.46	0.0	0.0	56.21	0.0	0.0	0.06	2.35	0.06	0.0	42.88	0.0	0.0	11.89	0.0	0.0	0.0	0.0	162.94	0.0	0.0	8.51	11.29	8.88	10.23
c4_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cx_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.44	0.0	0.0	0.0	131.95	0.0	0.0	0.0	0.0	0.0	40.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.43	0.0	0.0	0.0	0.0	0.0	0.0	20.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
