	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_56	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_54	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_171	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_55	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Suv420h2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.64	0.0	0.0	0.0	0.0	29.84	0.0	10.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	64.26	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	2.19	1.24	1.27	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.32	13.93	16.2
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcp11l1	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	14.83	0.09	0.0	0.0	0.14	0.0	0.0	8.97	0.09	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.38	0.0	2.16	0.0	0.0	0.14	0.0	2.03	0.0	0.3	0.2	3.86	0.93	0.07	0.22	0.25	0.98	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	12.47	9.5	12.93
Tmem145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	1.84	0.0	0.23	0.0	0.0	0.0	0.0	27.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.98	46.54	54.47
Tnpo1	1.41	11.29	1.15	0.33	0.61	0.36	0.0	0.0	0.0	0.0	0.0	0.0	25.83	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	15.37	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	1.38	0.19	17.59	0.0	5.13	0.0	0.05	0.11	0.0	0.0	0.0	0.0	0.0	2.82	1.73	5.34	0.0	0.0	0.0	0.0	0.0	0.0	5.6	0.59	0.26	1.87	0.19	0.91	1.37	0.76	1.21	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	27.68	24.03	28.16
U2af2	5.88	0.0	0.0	7.25	7.67	16.05	0.95	0.0	0.0	0.77	65.94	4.98	0.0	0.0	0.0	0.0	0.0	0.29	1.87	0.13	17.24	0.38	9.13	0.0	0.0	10.85	0.0	3.6	0.0	40.45	0.0	0.0	12.27	26.97	0.0	6.33	8.54	6.8	47.14	1.84	7.34	3.2	0.0	3.06	0.0	0.56	13.14	7.05	0.0	3.92	8.83	0.91	2.67	0.24	0.0	0.81	5.87	11.5	7.13	11.02	6.16	2.9	3.7	2.05	6.22	1.04	0.0	11.19	0.0	11.04	10.31	0.0	0.18	140.07	148.48	146.35
Vgll4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.33	0.0	121.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.54	32.81	91.33	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76	0.0	1.23	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	22.35	20.03	22.6
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Vmn1r51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wbp7	6.42	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.06	0.13	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	0.08	0.0	0.07	0.0	0.0	0.0	0.0	0.73	0.0	0.25	0.0	0.0	0.0	0.0	5.57	0.0	2.48	0.0	0.0	0.02	4.79	0.0	0.0	0.0	0.0	2.6	0.0	3.56	0.0	8.29	0.0	0.0	5.58	0.0	0.74	0.42	2.28	2.41	0.69	0.28	1.39	2.37	1.46	0.0	0.0	0.04	0.0	18.86	0.0	0.0	0.0	25.14	25.82	27.79
Wbscr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	37.91	67.45	0.0	0.0	30.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	88.87	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	91.83	0.0	0.0	39.43	0.0	0.0	0.0	43.79	0.0	15.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	0.11	3.68	5.07	0.96	3.07	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	6.44	6.61
Wdr95	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98	0.0	0.0	0.0	0.0	34.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.31	0.0	0.0	1.11	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.45	0.45
Yars2	0.0	22.61	14.35	0.0	0.0	0.0	10.59	0.0	5.0	4.39	0.0	0.0	29.52	0.0	24.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.5	0.0	0.0	0.0	10.11	0.0	0.0	0.0	0.0	77.55	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.68	16.89	0.0	12.63	0.0	0.94	0.0	6.82	8.48	8.67	12.29	7.61	11.66	9.89	10.18	5.46	5.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.56	23.96	21.14
Zfp341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	1.22	0.0	15.17	0.0	5.95	0.0	0.0	0.0	0.0	0.0	33.05	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.69	0.0	17.27	0.0	0.0	0.0	0.0	1.32	0.0	0.0	1.01	1.3	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.33	2.77	0.36	0.74	0.0	1.1	0.55	0.74	0.21	0.0	0.0	0.7	0.0	51.15	0.0	0.07	0.0	7.82	7.91	8.99
Zfp553	0.77	0.6	1.7	3.84	1.67	1.38	16.47	3.17	3.9	5.05	0.0	0.98	1.84	3.13	2.13	2.8	2.68	1.25	4.27	1.26	1.29	2.59	10.7	6.21	0.63	1.56	2.47	2.66	0.0	1.9	1.25	0.65	0.48	0.95	1.16	2.75	11.0	1.39	53.18	0.79	0.11	2.2	3.37	2.46	0.0	1.97	1.13	1.51	5.64	2.65	1.84	1.0	2.93	0.58	0.35	1.2	2.23	1.27	5.53	1.38	0.76	2.99	1.95	1.3	1.25	0.0	0.46	2.29	0.71	22.24	1.52	0.0	3.14	16.37	17.97	15.79
Zfp746	1.05	0.0	17.48	1.82	5.92	4.23	2.97	1.7	3.42	11.72	9.78	16.37	9.25	3.48	1.37	2.34	2.89	0.0	1.72	0.53	0.0	0.8	0.0	9.16	0.0	4.24	38.21	1.39	0.73	0.0	1.03	0.63	1.25	0.72	0.0	0.14	0.06	2.87	48.1	0.0	0.15	0.48	3.88	1.99	178.73	2.8	4.14	3.37	50.59	4.3	1.04	0.0	12.88	0.0	1.42	1.38	9.96	2.05	5.09	12.58	1.97	9.31	2.44	2.55	5.3	1.67	0.4	2.57	4.85	0.0	0.96	2.16	3.29	17.25	17.7	18.35
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
